"incidence_start_date","outcome_count","person_years","incidence_100000_pys","incidence_100000_pys_95CI_lower","incidence_100000_pys_95CI_upper","outcome_cohort_name","cdm_name","denominator_sex","denominator_age_group","age_standard","n","d","c_rate","c_lower","c_upper","s_rate","s_lower","s_upper","denominator_cohort_name"
"2021-01-01",2,9385.106,21.31,2.5807836218788,76.9803523553592,"j01aa08_minocycline_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-01-01",1,8774.363,11.397,0.288542974393581,63.4991211434824,"j01aa08_minocycline_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023-01-01",0,3783.461,0,0,97.5001316020949,"j01aa08_minocycline_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012-01-01",811,19645.539,4128.164,3848.89989780891,4422.33431422996,"j01fa01_erythromycin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-01-01",598,18852.441,3172.003,2922.83123390415,3436.73855203127,"j01fa01_erythromycin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-01-01",521,17726.708,2939.068,2692.08215778831,3202.62183887563,"j01fa01_erythromycin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-01-01",355,15948.279,2225.946,2000.38845267821,2469.97421558548,"j01fa01_erythromycin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01",263,13831.138,1901.507,1678.61975471219,2145.75232004163,"j01fa01_erythromycin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2017-01-01",225,12625.84,1782.06,1556.79815303073,2030.75709839132,"j01fa01_erythromycin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018-01-01",169,12041.317,1403.501,1199.87231835847,1631.78481274079,"j01fa01_erythromycin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-01-01",149,11568.701,1287.958,1089.45986318391,1512.15970068686,"j01fa01_erythromycin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-01-01",98,10715.556,914.558,742.482583958757,1114.55355459983,"j01fa01_erythromycin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-01-01",78,9575.819,814.552,643.869346371525,1016.59743204075,"j01fa01_erythromycin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-01-01",74,8950.207,826.797,649.213099131014,1037.96731742513,"j01fa01_erythromycin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023-01-01",27,3858.379,699.776,461.156618667186,1018.13695453873,"j01fa01_erythromycin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012-01-01",936,19565.744,4783.871,4482.26927677135,5100.42886418049,"j01fa09_clarithromycin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-01-01",865,18756.35,4611.771,4309.51997358016,4929.63083448124,"j01fa09_clarithromycin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-01-01",899,17631.529,5098.82,4770.92240122589,5443.31842118966,"j01fa09_clarithromycin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-01-01",711,15890.229,4474.448,4151.55679336798,4815.78318749546,"j01fa09_clarithromycin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01",632,13778.209,4586.953,4236.26287491272,4958.9312320046,"j01fa09_clarithromycin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2017-01-01",509,12577.892,4046.783,3702.81311938245,4414.10712023458,"j01fa09_clarithromycin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018-01-01",421,12003.715,3507.248,3180.18437843721,3858.81750947108,"j01fa09_clarithromycin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-01-01",453,11523.973,3930.936,3577.23506895424,4310.14918987229,"j01fa09_clarithromycin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-01-01",286,10709.109,2670.624,2370.04849913161,2998.76177792112,"j01fa09_clarithromycin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-01-01",261,9580.296,2724.342,2403.82280918958,3075.69897159337,"j01fa09_clarithromycin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-01-01",333,8956.465,3717.985,3329.33115393116,4139.54829309574,"j01fa09_clarithromycin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023-01-01",154,3847.061,4003.056,3395.78798746388,4687.58548368155,"j01fa09_clarithromycin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012-01-01",103,19417.897,530.438,432.961089168505,643.310938599742,"j01fa10_azithromycin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-01-01",80,18604.925,429.994,340.958238697497,535.164344749783,"j01fa10_azithromycin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-01-01",97,17472.753,555.15,450.18930659772,677.236002434269,"j01fa10_azithromycin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-01-01",84,15708.063,534.757,426.54329652094,662.065817853466,"j01fa10_azithromycin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01",72,13588.211,529.871,414.591484413867,667.284928418156,"j01fa10_azithromycin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2017-01-01",75,12381.692,605.733,476.447465350063,759.291617404413,"j01fa10_azithromycin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018-01-01",65,11804.485,550.638,424.970913421757,701.833547298943,"j01fa10_azithromycin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-01-01",66,11330.574,582.495,450.50140635983,741.076157681922,"j01fa10_azithromycin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-01-01",38,10512.887,361.461,255.791407680841,496.133639781913,"j01fa10_azithromycin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-01-01",52,9394.869,553.494,413.37550529402,725.833236640903,"j01fa10_azithromycin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-01-01",39,8784.493,443.964,315.701913467704,606.913613179871,"j01fa10_azithromycin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023-01-01",22,3779.743,582.05,364.767733473668,881.230929910453,"j01fa10_azithromycin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012-01-01",14,19319.242,72.467,39.6181707144649,121.586660190061,"j01ma01_ofloxacin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-01-01",14,18506.804,75.648,41.3573855123802,126.924244304071,"j01ma01_ofloxacin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-01-01",9,17378.349,51.789,23.6810360833376,98.3108547965009,"j01ma01_ofloxacin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-01-01",8,15620.925,51.213,22.1102922954211,100.910728527237,"j01ma01_ofloxacin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01",5,13503.951,37.026,12.0223065835948,86.406801086013,"j01ma01_ofloxacin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2017-01-01",5,12304.715,40.635,13.1940186352827,94.8281376636734,"j01ma01_ofloxacin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018-01-01",7,11725.744,59.698,24.0015733886043,123.000087343732,"j01ma01_ofloxacin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-01-01",5,11255.444,44.423,14.4240101955855,103.668341109624,"j01ma01_ofloxacin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-01-01",0,10434.554,0,0,35.3525359504003,"j01ma01_ofloxacin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-01-01",7,9314.223,75.154,30.2157576806983,154.845716724867,"j01ma01_ofloxacin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-01-01",4,8703.491,45.959,12.5221635045791,117.672192404217,"j01ma01_ofloxacin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023-01-01",0,3745.021,0,0,98.5009017069313,"j01ma01_ofloxacin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012-01-01",226,19368.964,1166.815,1019.63925505939,1329.2671926121,"j01ma02_ciprofloxacin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-01-01",229,18553.708,1234.255,1079.56087079057,1404.8935824391,"j01ma02_ciprofloxacin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-01-01",195,17428.901,1118.831,967.29964373855,1287.36763282584,"j01ma02_ciprofloxacin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-01-01",165,15674.226,1052.684,898.187361923069,1226.12612967766,"j01ma02_ciprofloxacin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01",139,13561.024,1024.996,861.687079822068,1210.25343886242,"j01ma02_ciprofloxacin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2017-01-01",133,12358.261,1076.203,901.082447232379,1275.42243871527,"j01ma02_ciprofloxacin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018-01-01",102,11780.572,865.832,705.98278414484,1051.06136280589,"j01ma02_ciprofloxacin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-01-01",76,11312.693,671.812,529.311242481818,840.872575286288,"j01ma02_ciprofloxacin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-01-01",60,10491.975,571.866,436.39372901677,736.104436072745,"j01ma02_ciprofloxacin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-01-01",48,9371.154,512.21,377.663314715383,679.116319955122,"j01ma02_ciprofloxacin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-01-01",47,8756.074,536.77,394.398587392772,713.790636541525,"j01ma02_ciprofloxacin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023-01-01",22,3767.05,584.011,365.996811091693,884.200219989786,"j01ma02_ciprofloxacin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012-01-01",0,19319.628,0,0,19.0939466024601,"j01xx01_fosfomycin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-01-01",0,18507.559,0,0,19.9317449379139,"j01xx01_fosfomycin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-01-01",1,17378.179,5.754,0.145687347243286,32.0611462854589,"j01xx01_fosfomycin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-01-01",1,15620.739,6.402,0.162078170464854,35.6682445749775,"j01xx01_fosfomycin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01",2,13503.362,14.811,1.79369610726547,53.5028807472092,"j01xx01_fosfomycin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2017-01-01",4,12303.989,32.51,8.85782142381893,83.2379537677065,"j01xx01_fosfomycin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018-01-01",12,11724.526,102.35,52.8855077699705,178.784072364008,"j01xx01_fosfomycin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-01-01",23,11253.029,204.389,129.565355577104,306.684474863017,"j01xx01_fosfomycin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-01-01",60,10428.446,575.349,439.052193874401,740.588707144318,"j01xx01_fosfomycin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-01-01",70,9308.279,752.019,586.235480349756,950.130403612085,"j01xx01_fosfomycin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-01-01",69,8696.975,793.379,617.296457180167,1004.07229059581,"j01xx01_fosfomycin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023-01-01",30,3741.843,801.744,540.93327863892,1144.53934584662,"j01xx01_fosfomycin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012-01-01",163,19579.521,832.502,709.603885044163,970.570786979577,"j01aa04_lymecycline_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-01-01",164,18762.927,874.064,745.408019368302,1018.54876708024,"j01aa04_lymecycline_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-01-01",199,17627.819,1128.897,977.490711770876,1297.11305172258,"j01aa04_lymecycline_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-01-01",182,15872.613,1146.629,986.089378486144,1325.85594810608,"j01aa04_lymecycline_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01",176,13770.163,1278.126,1096.26772022331,1481.53280018423,"j01aa04_lymecycline_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2017-01-01",141,12574.845,1121.286,943.851372102963,1322.38551046353,"j01aa04_lymecycline_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018-01-01",150,11988.802,1251.168,1058.95619346491,1468.1797739013,"j01aa04_lymecycline_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-01-01",157,11504.003,1364.742,1159.61501707017,1595.70041019878,"j01aa04_lymecycline_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-01-01",108,10663.992,1012.754,830.781693279437,1222.73826059039,"j01aa04_lymecycline_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-01-01",97,9527.647,1018.09,825.602224497112,1241.98318779457,"j01aa04_lymecycline_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-01-01",75,8885.706,844.052,663.900625357754,1058.02678424014,"j01aa04_lymecycline_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023-01-01",39,3817.213,1021.688,726.519910977891,1396.68087334484,"j01aa04_lymecycline_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012-01-01",3,19321.133,15.527,3.20204888034051,45.3765991349592,"j04ab02_rifampicin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-01-01",4,18508.077,21.612,5.88859325377955,55.3357794837556,"j04ab02_rifampicin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-01-01",6,17378.552,34.525,12.6701824955891,75.147077975879,"j04ab02_rifampicin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-01-01",7,15621.478,44.81,18.0159844767561,92.3259333188728,"j04ab02_rifampicin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01",11,13503.819,81.458,40.6637586540284,145.75164635502,"j04ab02_rifampicin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2017-01-01",16,12304.145,130.037,74.3276550596691,211.172719417407,"j04ab02_rifampicin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018-01-01",7,11726.634,59.693,23.9997517746343,122.990752177499,"j04ab02_rifampicin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-01-01",6,11255.461,53.307,19.56289709938,116.027891016802,"j04ab02_rifampicin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-01-01",5,10434.634,47.917,15.5586328194973,111.82310830761,"j04ab02_rifampicin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-01-01",0,9316.085,0,0,39.5968848943943,"j04ab02_rifampicin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-01-01",2,8704.739,22.976,2.78249903350307,82.997177373428,"j04ab02_rifampicin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023-01-01",0,3745.016,0,0,98.5010332162516,"j04ab02_rifampicin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012-01-01",159,19384.112,820.259,697.716451662366,958.129781452209,"j01aa06_oxytetracycline_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-01-01",128,18572.036,689.208,574.989913830686,819.470834629407,"j01aa06_oxytetracycline_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-01-01",115,17445.799,659.184,544.224396148599,791.251140855977,"j01aa06_oxytetracycline_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-01-01",97,15698.765,617.883,501.061488430665,753.764859416737,"j01aa06_oxytetracycline_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01",74,13575.176,545.113,428.030665999034,684.338998639109,"j01aa06_oxytetracycline_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2017-01-01",50,12375.806,404.014,299.867044921857,532.642210651466,"j01aa06_oxytetracycline_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018-01-01",36,11795.57,305.199,213.757855002473,422.524511229523,"j01aa06_oxytetracycline_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-01-01",26,11313.317,229.818,150.124523299368,336.736114466916,"j01aa06_oxytetracycline_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-01-01",23,10490.437,219.247,138.983981668682,328.97860112818,"j01aa06_oxytetracycline_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-01-01",20,9351.269,213.875,130.640232736369,330.312152315099,"j01aa06_oxytetracycline_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-01-01",18,8726.554,206.267,122.246888982748,325.990766430002,"j01aa06_oxytetracycline_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023-01-01",9,3755.009,239.68,109.596890377049,454.987017379164,"j01aa06_oxytetracycline_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012-01-01",23,19324.745,119.018,75.4474485280126,178.586019607674,"j01aa08_minocycline_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-01-01",17,18516.156,91.812,53.4837061731781,146.999446407271,"j01aa08_minocycline_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-01-01",11,17387.379,63.264,31.5813002479375,113.197270924513,"j01aa08_minocycline_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-01-01",4,15633.541,25.586,6.97132769617788,65.5103579886585,"j01aa08_minocycline_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01",7,13519.847,51.776,20.8165303314443,106.677800138584,"j01aa08_minocycline_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2017-01-01",10,12320.014,81.169,38.9235653152053,149.272200843423,"j01aa08_minocycline_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018-01-01",5,11741.58,42.584,13.8268136836646,99.3761664045441,"j01aa08_minocycline_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-01-01",3,11270.494,26.618,5.48930794777586,77.7896077114483,"j01aa08_minocycline_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-01-01",5,10449.958,47.847,15.5358173699686,111.659128958439,"j01aa08_minocycline_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-01-01",2,9331.584,21.433,2.5955858999283,77.4218789406381,"j01aa08_minocycline_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-01-01",1,8721.489,11.466,0.290292265280503,63.8840843683791,"j01aa08_minocycline_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023-01-01",0,3752.813,0,0,98.2963833826502,"j01aa08_minocycline_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012-01-01",806,19521.547,4128.771,3848.61647382278,4423.92795297511,"j01fa01_erythromycin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-01-01",595,18726.56,3177.305,2927.10153657018,3443.17811659697,"j01fa01_erythromycin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-01-01",519,17602.313,2948.476,2700.23324411009,3213.404619921,"j01fa01_erythromycin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-01-01",353,15858.368,2225.954,1999.77530611427,2470.71027857554,"j01fa01_erythromycin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01",260,13748.668,1891.092,1668.19125612096,2135.48281835326,"j01fa01_erythromycin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2017-01-01",224,12550.029,1784.856,1558.75554508591,2034.5359812497,"j01fa01_erythromycin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018-01-01",169,11973.613,1411.437,1206.65691674511,1641.01163166017,"j01fa01_erythromycin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019-01-01",147,11499.168,1278.353,1080.05685216406,1502.513631184,"j01fa01_erythromycin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-01-01",98,10664.449,918.941,746.040766610142,1119.89480462737,"j01fa01_erythromycin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-01-01",78,9522.297,819.13,647.488344514148,1022.31142392292,"j01fa01_erythromycin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-01-01",73,8897.402,820.464,643.112977501738,1031.6105778179,"j01fa01_erythromycin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023-01-01",26,3827.743,679.251,443.709601600639,995.260760273744,"j01fa01_erythromycin_systemic_oral","GOLD_100k","Female","0 to 150","Crude",NA,NA,NA,NA,NA,NA,NA,NA,NA
